# k, Pcc, Pcchi
2.651083601908536203e+00 3.605321263077573501e+00 3.410698799256352665e+00
2.694203713681882384e+00 3.435608690591123171e+00 3.241541658423171324e+00
2.738025177927857712e+00 3.279099802466745039e+00 3.085272861273367973e+00
2.782559402207125832e+00 3.124212095896674590e+00 2.931092603297144716e+00
2.827817979625343980e+00 2.981488263393959226e+00 2.788789381853734817e+00
2.873812691851063583e+00 2.840227351347495155e+00 2.648271962483888409e+00
2.920555512182745339e+00 2.710160086351462549e+00 2.518751854606092522e+00
2.968058608665602449e+00 2.581410590775852221e+00 2.390938292979990720e+00
3.016334347259197468e+00 2.462950923300734729e+00 2.273059830277135429e+00
3.065395295056529967e+00 2.345676211198592931e+00 2.156828811989015104e+00
3.115254223555484536e+00 2.237850884908560545e+00 2.049781349750319226e+00
3.165924111983520639e+00 2.131089262496196568e+00 1.944099090563747634e+00
3.217418150676371269e+00 2.032996851387570025e+00 1.846871163883160083e+00
3.269749744511767808e+00 1.935857385126202423e+00 1.751011870256824254e+00
3.322932516398974911e+00 1.846662938015667832e+00 1.662716673247566002e+00
3.376980310825087539e+00 1.758317613368919119e+00 1.575720589715309261e+00
3.431907197459042269e+00 1.677235318542652509e+00 1.495740675137803510e+00
3.487727474814177331e+00 1.596906923871293849e+00 1.416797307033569098e+00
3.544455673970435594e+00 1.523208110146315963e+00 1.344258040687643430e+00
3.602106562357073827e+00 1.450178088412049870e+00 1.272816125732682657e+00
3.660695147596898735e+00 1.383198369136935613e+00 1.207036395340829182e+00
3.720236681413065849e+00 1.316811451306989511e+00 1.142281369401103808e+00
3.780746663599348967e+00 1.255945332842199225e+00 1.082815476579688241e+00
3.842240846055060999e+00 1.195604207142783482e+00 1.024149378104167729e+00
3.904735236885564120e+00 1.140299964838499491e+00 9.702857827369467669e-01
3.968246104569478128e+00 1.085460245089830966e+00 9.173003322674568860e-01
4.032789982193705214e+00 1.035215234906648352e+00 8.685523858058675772e-01
4.098383671757261482e+00 9.853808853814146618e-01 8.206095331205709442e-01
4.165044248545185290e+00 9.397374060650108829e-01 7.766218067033063832e-01
4.232789065573552278e+00 8.944571327633601410e-01 7.332918186353283296e-01
4.301635758106789886e+00 8.530009845068169394e-01 6.935315092978278084e-01
4.371602248248501965e+00 8.118661118788920161e-01 6.544773714220042393e-01
4.442706749606882610e+00 7.742215674591249597e-01 6.185941545155718702e-01
4.514967772036102112e+00 7.368608223373194210e-01 5.833461618045573394e-01
4.588404126454761034e+00 7.026846116821828803e-01 5.510435198971991300e-01
4.663034929742726042e+00 6.687587278034918814e-01 5.192896534742982295e-01
4.738879609717650432e+00 6.377373262028872558e-01 4.901747723151057556e-01
4.815957910192350866e+00 6.069363899105990612e-01 4.616309714303195588e-01
4.894289896114531579e+00 5.787836014796999828e-01 4.354460964135701828e-01
4.973895958790067517e+00 5.508246698069025893e-01 4.097658797028999045e-01
5.054796821191235523e+00 5.252793865853698785e-01 3.862599310117471041e-01
5.137013543351338640e+00 4.999042786489344969e-01 3.632123215386859894e-01
5.220567527846974976e+00 4.767284065378583069e-01 3.420978840654563258e-01
5.305480525369573819e+00 4.537016669199393504e-01 3.214448268350727500e-01
5.391774640387505535e+00 4.326782505886495045e-01 3.025304871497234704e-01
5.479472336900281348e+00 4.117852919028146541e-01 2.840191995845907091e-01
5.568596444286408875e+00 3.927167311273467853e-01 2.670964013819336347e-01
5.659170163246242780e+00 3.737620653609549648e-01 2.505535569998580403e-01
5.751217071841614015e+00 3.564684109135379808e-01 2.354138579207355475e-01
5.844761131633638307e+00 3.392739805099660444e-01 2.206447347050369545e-01
5.939826693920350564e+00 3.235914281969732853e-01 2.071430264083655437e-01
6.036438506075864296e+00 3.079951217765006244e-01 1.939642030276447493e-01
6.134621717992506440e+00 2.937746288062805800e-01 1.819323405108844161e-01
6.234401888627863819e+00 2.796289166656252823e-01 1.702105585040259716e-01
6.335804992658253809e+00 2.667349277209509206e-01 1.594976238402635027e-01
6.438857427240412434e+00 2.539056054984928923e-01 1.490790444337602161e-01
6.543586018883228661e+00 2.422148815189748838e-01 1.395718166046225062e-01
6.650018030431118277e+00 2.305799225147622811e-01 1.303231353761326317e-01
6.758181168161109476e+00 2.199805097711280966e-01 1.218915901401534940e-01
6.868103588995307263e+00 2.094290432381073208e-01 1.137074352651143844e-01
6.979813907830652475e+00 1.998192972837130876e-01 1.062416898178069474e-01
7.093341204987989812e+00 1.902506285359970295e-01 9.900603552722472833e-02
7.208715033782135073e+00 1.815382145202021624e-01 9.241510810425387912e-02
7.325965428215230446e+00 1.728608519458634529e-01 8.603018328457326391e-02
7.445122910795142879e+00 1.649619133480503264e-01 8.021867264766144312e-02
7.566218500481046938e+00 1.570927494503386590e-01 7.459895061256101301e-02
7.689283720758306018e+00 1.499311554469816010e-01 6.948566270501328745e-02
7.814350607844541940e+00 1.427947238855927226e-01 6.454850472677708950e-02
7.941451719029339884e+00 1.363013796759256491e-01 6.005883951291835637e-02
8.070620141149507987e+00 1.298291743228031925e-01 5.573113243881073348e-02
8.201889499202211553e+00 1.239413893754552909e-01 5.179911523189378170e-02
8.335293965098186320e+00 1.180712218476410863e-01 4.801170470339972268e-02
8.470868266557401327e+00 1.127320098377255220e-01 4.457564835034982104e-02
8.608647696149244410e+00 1.074073164524867174e-01 4.127190076892058024e-02
8.748668120479914379e+00 1.025647463933257592e-01 3.827281478047037111e-02
8.890965989529167501e+00 9.773401386994050311e-02 3.539673611640917206e-02
9.035578346138921191e+00 9.334106710101902626e-02 3.278945982613477861e-02
9.182542835656281710e+00 8.895765021855289723e-02 3.028833220188600558e-02
9.331897715733237675e+00 8.497180419753189162e-02 2.802546250013412954e-02
9.483681866285927242e+00 8.099350717166646507e-02 2.586035567664238602e-02
9.637934799615795356e+00 7.737630408147158634e-02 2.389849349452855681e-02
9.794696670695385521e+00 7.376495466670664192e-02 2.202652429673012877e-02
9.954008287621517681e+00 7.048161129004569536e-02 2.033451009081753413e-02
1.011591112223829647e+01 6.720267552939857003e-02 1.871820522977704973e-02
1.028044732093309754e+01 6.422173048080398461e-02 1.725962974262139696e-02
1.044765971560805262e+01 6.124395481463338481e-02 1.587189938378641071e-02
1.061759183482999092e+01 5.853688162557158653e-02 1.461691251658175927e-02
1.079028791516183539e+01 5.583189953199706179e-02 1.342500392755645311e-02
1.096579291267809886e+01 5.337267724150448339e-02 1.235166374386385997e-02
1.114415251466787993e+01 5.091463673383754551e-02 1.133065229822835009e-02
1.132541315152812800e+01 4.867974869238678864e-02 1.041121021666837655e-02
1.150962200885031272e+01 4.644528647802611404e-02 9.541946723414721290e-03
1.169682703970384807e+01 4.441352905782614685e-02 8.757343582085528114e-03
1.188707697711903322e+01 4.238157330985228149e-02 8.015214162414021140e-03
1.208042134677328860e+01 4.053382022592365297e-02 7.349902449828775094e-03
1.227691047988360395e+01 3.868535774649121961e-02 6.719622106969042746e-03
1.247659552630868340e+01 3.700434922549484390e-02 6.152947078459942293e-03
1.267952846786433874e+01 3.532221709062104142e-02 5.620942672085750200e-03
1.288576213185518071e+01 3.379237118060445660e-02 5.141724210359423751e-03
1.309535020482667633e+01 3.226106807231311074e-02 4.689952161840617133e-03
1.330834724654076062e+01 3.086829463177816202e-02 4.287111311290401142e-03
1.352480870417873859e+01 2.947379092273447188e-02 3.906966218675238071e-03
1.374479092677536585e+01 2.820527684311436786e-02 3.565515102571850323e-03
1.396835117988739583e+01 2.693481946864246038e-02 3.247373060206333421e-03
1.419554766050101513e+01 2.577898062542235968e-02 2.961359857599187191e-03
1.442643951218158804e+01 2.462103982574165295e-02 2.692371697778623337e-03
1.466108684046982980e+01 2.356742831451507508e-02 2.453960789567290277e-03
1.489955072852853668e+01 2.251160189314147658e-02 2.229784392405583134e-03
1.514189325304351996e+01 2.155078868047938245e-02 2.028538845312137431e-03
1.538817750038346510e+01 2.058768588026503588e-02 1.842388643373880572e-03
1.563846758302247864e+01 1.971115616475850249e-02 1.675415725490023502e-03
1.589282865622976360e+01 1.883229408915499531e-02 1.518829808520440671e-03
1.615132693503089456e+01 1.803235395647464351e-02 1.380532282545754224e-03
1.641402971144466605e+01 1.723006515201135416e-02 1.251119750198129502e-03
1.668100537200059108e+01 1.649975836145651381e-02 1.135175845725733355e-03
1.695232341554121192e+01 1.576710845988620047e-02 1.028251004165659345e-03
1.722805447131392143e+01 1.510014272615166700e-02 9.327703623580690896e-04
1.750827031735723338e+01 1.443085725114610744e-02 8.435025462523637520e-04
1.779304389918577201e+01 1.382153693985211859e-02 7.647613667893669778e-04
1.808244934877951948e+01 1.320993461803148146e-02 6.915042774335099880e-04
1.837656200388172323e+01 1.265310076654742842e-02 6.259920780546360166e-04
1.867545842761073871e+01 1.209403410761089245e-02 5.656840267386877615e-04
1.897921642839099476e+01 1.158501122900783623e-02 5.120961724361681794e-04
1.928791508020777812e+01 1.107381376454161064e-02 4.621228981809111886e-04
1.960163474319185539e+01 1.060836219605424194e-02 4.180585382236198214e-04
1.992045708453871100e+01 1.014080120224414294e-02 3.773031689340462791e-04
2.024446509976801778e+01 9.715074389632314886e-03 3.409156298089007896e-04
2.057374313432911350e+01 9.287308576450872474e-03 3.074386784058969900e-04
2.090837690555749973e+01 8.897815607589671175e-03 2.778475746127959957e-04
2.124845352498882889e+01 8.506358714216956732e-03 2.503083369361664432e-04
2.159406152103567678e+01 8.149938961218183842e-03 2.260132170211587538e-04
2.194529086203311152e+01 7.791633188369773838e-03 2.036731491153350154e-04
2.230223297965936169e+01 7.465418431223335392e-03 1.837553162813827757e-04
2.266498079273693023e+01 7.137396657135755378e-03 1.654216817091950218e-04
2.303362873142131306e+01 6.838775487584389592e-03 1.493039914944430970e-04
2.340827276178294269e+01 6.538426590279102467e-03 1.343267075495423808e-04
2.378901041078890799e+01 6.265020387469687896e-03 1.210972343178743580e-04
2.417594079169128563e+01 5.989965373067436191e-03 1.090012762544768227e-04
2.456916462982790250e+01 5.739606762645177440e-03 9.822936491611319355e-05
2.496878428884326695e+01 5.487677343208839653e-03 8.829993678399278767e-05
2.537490379733571544e+01 5.258390731250561778e-03 7.961818560483537033e-05
2.578762887593803654e+01 5.027609980185330195e-03 7.155922865240164292e-05
2.620706696483849640e+01 4.817594188769406920e-03 6.442706455730307796e-05
2.663332725174980808e+01 4.606159611467298097e-03 5.794156839265500453e-05
2.706652070033241131e+01 4.413776449168345210e-03 5.217136791464932043e-05
2.750676007908067433e+01 4.220048132395599373e-03 4.684069090627388909e-05
2.795415999067859047e+01 4.043805917404658459e-03 4.220508783577620255e-05
2.840883690183301269e+01 3.866289857994975598e-03 3.790488779796136876e-05
2.887090917359234510e+01 3.704825114850024154e-03 3.409008017011296688e-05
2.934049709215786805e+01 3.542155365647523934e-03 3.063927454379572008e-05
2.981772290019673477e+01 3.394221385668340796e-03 2.757142374980028822e-05
3.030271082866399368e+01 3.245148672954331799e-03 2.473078895654258876e-05
3.079558712914223406e+01 3.109605316790430788e-03 2.227089373024650903e-05
3.129648010670750580e+01 2.972986877462757346e-03 1.999117428478349660e-05
3.180552015332919780e+01 2.848791289728578192e-03 1.796784400518697025e-05
3.232283978181380490e+01 2.723581616979491894e-03 1.613772895396784439e-05
3.284857366030046677e+01 2.609779795772895501e-03 1.451588310809682977e-05
3.338285864731757613e+01 2.495022302211464139e-03 1.301455064109994806e-05
3.392583382740991738e+01 2.390742442128059812e-03 1.171135379259364251e-05
3.447764054734463457e+01 2.285562755757594624e-03 1.050864679719660724e-05
3.503842245290675805e+01 2.190008147865879495e-03 9.441835904119934544e-06
3.560832552629281622e+01 2.093606928323020044e-03 8.474057785816048024e-06
3.618749812411276423e+01 2.006047903501179206e-03 7.620320983616812891e-06
3.677609101601030517e+01 1.917692893422761691e-03 6.830055953469921848e-06
3.737425742391064176e+01 1.837461026936321531e-03 6.142230234621032293e-06
3.798215306190736129e+01 1.756481273727533970e-03 5.510055320414193716e-06
3.859993617679771205e+01 1.682964204806272320e-03 4.949585917586684306e-06
3.922776758927715690e+01 1.608744888361291273e-03 4.439465009581385662e-06
3.986581073580438783e+01 1.541381582991629886e-03 3.991512515895273595e-06
4.051423171114647204e+01 1.473359284895502845e-03 3.576812888633538245e-06
4.117319931161679136e+01 1.411635704965700892e-03 3.214802671404945874e-06
4.184288507901584353e+01 1.349294091838098338e-03 2.883436211467310575e-06
4.252346334528677829e+01 1.292739409845190335e-03 2.589776107027942353e-06
4.321511127789761986e+01 1.235605447590656242e-03 2.321542999780764843e-06
4.391800892596085504e+01 1.183788501471994426e-03 2.087078134401368235e-06
4.463233926710397270e+01 1.131428890016882320e-03 1.869966712892270693e-06
4.535828825510191109e+01 1.083954484800015708e-03 1.679850352711008671e-06
4.609604486828429515e+01 1.035971976155785007e-03 1.506527750031328541e-06
4.684580115873045258e+01 9.924778374085702938e-04 1.352983783574752030e-06
4.760775230226368393e+01 9.485081913872024520e-04 1.212209516440334331e-06
4.838209664925957298e+01 9.086622182527823513e-04 1.089722178972969706e-06
4.916903577628031030e+01 8.683714552154398305e-04 9.762639131974922315e-07
4.996877453854878581e+01 8.318692037295793767e-04 8.765917158520958920e-07
5.078152112327670409e+01 7.949510870570041963e-04 7.860876337404406369e-07
5.160748710385907145e+01 7.615134643055587477e-04 7.059379497992339301e-07
5.244688749495118429e+01 7.276871934330694488e-04 6.321691991795423263e-07
5.329994080844092963e+01 6.970583495083372766e-04 5.682783339407866750e-07
5.416686911033146146e+01 6.660664502642310537e-04 5.090746358450815126e-07
5.504789807854967165e+01 6.380118480543430729e-04 4.568925526298611672e-07
5.594325706169377099e+01 6.096182397810864014e-04 4.096989676427807268e-07
5.685317913873753071e+01 5.839228667320152171e-04 3.679178063448554459e-07
5.777790117970506856e+01 5.579110721338929532e-04 3.293104444657182471e-07
5.871766390733249352e+01 5.343778129079654934e-04 2.960269283941589582e-07
5.967271195973309972e+01 5.105493283476035624e-04 2.651721765207291648e-07
6.064329395408061174e+01 4.889974758157543313e-04 2.379003812188894189e-07
6.162966255132942450e+01 4.671702797346126315e-04 2.133052901131635849e-07
6.263207452198692948e+01 4.474341701607142670e-04 1.915508616042614903e-07
6.365079081295564833e+01 4.274413555909199118e-04 1.714152080606543520e-07
6.468607661546320742e+01 4.093691175940597374e-04 1.540486972231125724e-07
6.573820143409585626e+01 3.910576367824207858e-04 1.379859852055847173e-07
6.680743915695614987e+01 3.745099826244435931e-04 1.237931054499209647e-07
6.789406812696111615e+01 3.577394330039293004e-04 1.109438307746088471e-07
6.899837121430010711e+01 3.425884584031674827e-04 9.962870935393826393e-08
7.012063589007176745e+01 3.272298872486757953e-04 8.915097467343640380e-08
7.126115430111745752e+01 3.133583601263307378e-04 8.008507827500288869e-08
7.242022334607315770e+01 2.992935484285006473e-04 7.173128772791461560e-08
7.359814475265770284e+01 2.865940777837474749e-04 6.435224560986444478e-08
7.479522515621812317e+01 2.737147054786171364e-04 5.764561577513482384e-08
7.601177617955322319e+01 2.620889103881949536e-04 5.176595899844526304e-08
7.724811451403400042e+01 2.502957225684801891e-04 4.631898520510753716e-08
7.850456200204509116e+01 2.396534721539928686e-04 4.159065305302221462e-08
7.978144572076628549e+01 2.288555163090534572e-04 3.725011414207639905e-08
8.107909806731677804e+01 2.191142345149350488e-04 3.341732784826432379e-08
8.239785684528510501e+01 2.092281629791057393e-04 2.992009823920198921e-08
8.373806535266488993e+01 2.003122199592211549e-04 2.686790325560971644e-08
8.510007247122246099e+01 1.912616798071250861e-04 2.403901618390829928e-08
8.648423275731725823e+01 1.831019247070885642e-04 2.157537117457699977e-08
8.789090653419962962e+01 1.748170868683994808e-04 1.932239748633509396e-08
8.932045998580959179e+01 1.673501652938571627e-04 1.733374131425673264e-08
9.077326525210223451e+01 1.597670389907465346e-04 1.551193270399239741e-08
9.224970052592175307e+01 1.529348487671158320e-04 1.392919676790566857e-08
9.375015015145289965e+01 1.459947347754064653e-04 1.246157799793791037e-08
9.527500472427300338e+01 1.397439941595147008e-04 1.117936777941994670e-08
9.682466119303114738e+01 1.333930508956372208e-04 1.001124134480629121e-08
9.839952296278227095e+01 1.276749021584821803e-04 8.980578712995081063e-09
1.000000000000000000e+02 1.218637472209548788e-04 8.032616812197380456e-09
